Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Volume,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
2024-09-25,ICICIBANK,EQ,1318.6,1310.75,1327.75,1310.1,1326.0,1323.85,1322.81,8728019.0,11545532561.7,174582.0,"42,83,291",49.08
2024-09-26,ICICIBANK,EQ,1323.85,1320.0,1333.35,1316.9,1325.45,1329.05,1326.63,11100869.0,14726692627.25,278312.0,"66,23,851",59.67
2024-09-27,ICICIBANK,EQ,1329.05,1333.0,1333.0,1303.85,1306.5,1306.6,1312.54,17117379.0,22467183500.85,289431.0,"1,25,10,425",73.09
2024-09-30,ICICIBANK,EQ,1306.6,1292.1,1296.8,1270.9,1273.95,1273.0,1278.52,12622212.0,16137780831.8,240013.0,"85,13,213",67.45
2024-10-01,ICICIBANK,EQ,1273.0,1269.8,1280.25,1267.6,1277.0,1274.4,1274.08,10972413.0,13979758159.0,191587.0,"67,91,453",61.9
2024-10-02,ICICIBANK,EQ,1273.0,1269.8,1280.25,1267.6,1277.0,1274.4,1274.08,10972413.0,13979758159.0,191587.0,"67,91,453",61.9
2024-10-03,ICICIBANK,EQ,1274.4,1253.6,1265.75,1248.15,1257.85,1256.35,1253.97,17648551.0,22130753423.9,337808.0,"1,38,13,366",78.27
2024-10-04,ICICIBANK,EQ,1256.35,1247.1,1264.4,1236.2,1240.95,1239.75,1248.43,13488887.0,16839882681.7,326830.0,"63,70,212",47.23
2024-10-07,ICICIBANK,EQ,1239.75,1241.55,1262.95,1225.0,1236.0,1233.9,1242.75,20667247.0,25684216795.9,439173.0,"87,01,660",42.1
2024-10-08,ICICIBANK,EQ,1233.9,1241.0,1247.8,1229.75,1236.7,1236.6,1238.7,12219259.0,15135972486.95,257858.0,"80,00,568",65.48
2024-10-09,ICICIBANK,EQ,1236.6,1243.05,1265.1,1232.65,1247.2,1244.15,1246.69,14765997.0,18408662575.6,260234.0,"50,44,864",34.17
2024-10-10,ICICIBANK,EQ,1244.15,1246.75,1254.7,1238.0,1244.0,1243.5,1244.67,9118195.0,11349142276.1,265371.0,"43,26,130",47.45
2024-10-11,ICICIBANK,EQ,1243.5,1237.0,1240.8,1222.0,1223.3,1223.0,1228.1,8472512.0,10405084855.95,284576.0,"51,41,282",60.68
2024-10-14,ICICIBANK,EQ,1223.0,1221.0,1237.9,1217.4,1234.2,1231.75,1232.07,11833929.0,14580270211.55,230853.0,"88,12,918",74.47
2024-10-15,ICICIBANK,EQ,1231.75,1238.95,1258.3,1235.4,1256.0,1255.5,1251.17,11657338.0,14585323470.45,216309.0,"77,61,367",66.58
2024-10-16,ICICIBANK,EQ,1255.5,1248.5,1254.95,1241.6,1245.0,1243.15,1247.54,7869727.0,9817809931.2,207420.0,"49,23,400",62.56
2024-10-17,ICICIBANK,EQ,1243.15,1249.45,1256.95,1224.4,1232.0,1231.25,1235.01,8459497.0,10447582321.9,160363.0,"55,49,943",65.61
2024-10-18,ICICIBANK,EQ,1231.25,1227.95,1268.9,1225.25,1267.0,1264.5,1256.38,11018126.0,13842929408.2,229878.0,"69,02,716",62.65
2024-10-21,ICICIBANK,EQ,1264.5,1264.5,1272.35,1250.55,1257.55,1259.05,1260.14,7742775.0,9756942032.15,155332.0,"45,67,006",58.98
2024-10-22,ICICIBANK,EQ,1259.05,1266.6,1284.9,1259.75,1268.35,1267.5,1273.05,20090801.0,25576570325.35,408613.0,"97,03,216",48.3
2024-10-23,ICICIBANK,EQ,1267.5,1261.0,1267.95,1243.05,1253.5,1251.6,1251.59,14055447.0,17591629567.8,319605.0,"82,71,068",58.85
2024-10-24,ICICIBANK,EQ,1251.6,1250.25,1260.45,1241.05,1254.7,1252.75,1252.73,12223031.0,15312132847.55,313840.0,"89,17,637",72.96
2024-10-25,ICICIBANK,EQ,1252.75,1247.25,1268.9,1234.2,1259.6,1255.45,1250.04,13546055.0,16933102486.65,370555.0,"75,06,753",55.42
2024-10-28,ICICIBANK,EQ,1255.45,1285.5,1307.8,1280.6,1294.4,1292.85,1296.93,24096412.0,31251379929.3,619071.0,"1,40,32,225",58.23
2024-10-29,ICICIBANK,EQ,1292.85,1301.35,1335.35,1299.25,1331.65,1331.85,1321.25,20656117.0,27291948603.05,436897.0,"1,19,09,218",57.65
2024-10-30,ICICIBANK,EQ,1331.85,1324.0,1330.9,1305.6,1313.0,1312.15,1312.8,15055031.0,19764232516.2,285240.0,"81,89,838",54.4
2024-10-31,ICICIBANK,EQ,1312.15,1307.25,1318.95,1288.55,1294.8,1292.25,1296.28,23497314.0,30459066088.4,250950.0,"1,79,37,069",76.34
2024-11-01,ICICIBANK,EQ,1292.25,1289.95,1296.2,1286.25,1291.9,1291.8,1292.11,1007022.0,1301180367.65,40161.0,"3,40,097",33.77
2024-11-04,ICICIBANK,EQ,1291.8,1290.1,1291.8,1270.05,1275.4,1277.2,1276.5,14309121.0,18265649923.8,268956.0,"92,68,857",64.78
2024-11-05,ICICIBANK,EQ,1277.2,1273.0,1301.3,1263.1,1291.6,1296.7,1284.33,16431920.0,21104080468.9,262702.0,"83,53,299",50.84
2024-11-06,ICICIBANK,EQ,1296.7,1300.25,1315.0,1292.7,1305.0,1302.35,1306.97,12037405.0,15732582044.35,201411.0,"73,56,098",61.11
2024-11-07,ICICIBANK,EQ,1302.35,1297.15,1302.8,1275.25,1279.75,1278.7,1282.48,9909035.0,12708118911.4,185720.0,"70,49,271",71.14
2024-11-08,ICICIBANK,EQ,1278.7,1270.0,1275.0,1252.7,1259.0,1258.85,1260.33,11195808.0,14110419237.85,233807.0,"78,81,177",70.39
2024-11-11,ICICIBANK,EQ,1258.85,1262.0,1275.9,1246.65,1268.65,1269.3,1266.04,8387780.0,10619276125.0,193310.0,"44,38,244",52.91
2024-11-12,ICICIBANK,EQ,1269.3,1276.15,1295.0,1264.5,1269.0,1270.6,1276.01,13486168.0,17208486809.7,251685.0,"58,42,950",43.33
2024-11-13,ICICIBANK,EQ,1270.6,1270.6,1276.25,1250.0,1258.0,1253.7,1261.05,12260404.0,15460965858.0,258070.0,"55,57,092",45.33
2024-11-14,ICICIBANK,EQ,1253.7,1253.75,1267.7,1243.05,1258.95,1256.95,1255.26,9506892.0,11933598279.7,224597.0,"53,10,528",55.86
2024-11-15,ICICIBANK,EQ,1253.7,1253.75,1267.7,1243.05,1258.95,1256.95,1255.26,9506892.0,11933598279.7,224597.0,"53,10,528",55.86
2024-11-18,ICICIBANK,EQ,1256.95,1260.0,1262.6,1249.4,1252.25,1253.45,1254.62,6195554.0,7773053428.25,204301.0,"37,75,521",60.94
2024-11-19,ICICIBANK,EQ,1253.45,1257.05,1261.0,1240.85,1244.0,1249.1,1251.54,11537317.0,14439401407.2,233269.0,"70,49,513",61.1
2024-11-20,ICICIBANK,EQ,1253.45,1257.05,1261.0,1240.85,1244.0,1249.1,1251.54,11537317.0,14439401407.2,233269.0,"70,49,513",61.1
2024-11-21,ICICIBANK,EQ,1249.1,1248.55,1256.9,1232.55,1255.85,1250.55,1247.38,9593870.0,11967189179.0,209109.0,"48,62,632",50.68
2024-11-22,ICICIBANK,EQ,1250.55,1258.0,1281.4,1256.0,1278.0,1278.05,1275.03,11604338.0,14795857555.95,214688.0,"68,44,834",58.99
2024-11-25,ICICIBANK,EQ,1278.05,1296.0,1311.2,1290.0,1303.0,1300.95,1302.41,22717581.0,29587514842.45,205883.0,"1,65,20,496",72.72
2024-11-26,ICICIBANK,EQ,1300.95,1310.6,1314.25,1302.45,1304.8,1304.95,1306.1,7646955.0,9987688168.25,164865.0,"43,96,342",57.49
2024-11-27,ICICIBANK,EQ,1304.95,1298.5,1310.85,1297.85,1301.25,1300.7,1302.15,21938082.0,28566603156.6,222370.0,"1,67,17,483",76.2
2024-11-28,ICICIBANK,EQ,1300.7,1301.05,1310.5,1282.3,1287.5,1286.35,1292.68,22803745.0,29477962300.3,275436.0,"1,76,93,973",77.59
2024-11-29,ICICIBANK,EQ,1286.35,1283.1,1303.25,1283.1,1298.7,1300.1,1296.93,11397228.0,14781429160.6,242391.0,"78,15,536",68.57
2024-12-02,ICICIBANK,EQ,1300.1,1299.9,1310.55,1289.15,1303.45,1304.65,1303.46,9626400.0,12547591627.65,225242.0,"72,81,438",75.64
2024-12-03,ICICIBANK,EQ,1304.65,1303.95,1312.8,1296.1,1306.75,1308.4,1306.89,11509276.0,15041301418.2,235915.0,"86,93,306",75.53
2024-12-04,ICICIBANK,EQ,1308.4,1302.6,1320.0,1301.7,1315.6,1316.05,1313.28,11570281.0,15195002837.45,247575.0,"75,17,045",64.97
2024-12-05,ICICIBANK,EQ,1316.05,1316.25,1342.9,1308.6,1336.55,1336.5,1329.38,19210697.0,25538293421.05,281891.0,"1,21,63,323",63.32
2024-12-06,ICICIBANK,EQ,1336.5,1342.5,1347.1,1326.7,1329.0,1328.75,1334.62,8942672.0,11935098947.85,208546.0,"56,23,078",62.88
2024-12-09,ICICIBANK,EQ,1328.75,1322.1,1329.05,1320.25,1323.5,1322.3,1323.57,8000764.0,10589599383.15,148025.0,"56,50,135",70.62
2024-12-10,ICICIBANK,EQ,1322.3,1319.0,1332.0,1315.25,1331.35,1330.45,1327.71,8218214.0,10911393630.45,157320.0,"57,74,561",70.27
2024-12-11,ICICIBANK,EQ,1330.45,1324.7,1331.25,1316.0,1328.0,1327.5,1325.69,8138066.0,10788513650.25,177570.0,"44,05,607",54.14
2024-12-12,ICICIBANK,EQ,1327.5,1321.55,1338.75,1321.55,1330.6,1329.25,1330.74,9076896.0,12079025779.5,189489.0,"46,08,892",50.78
2024-12-13,ICICIBANK,EQ,1329.25,1325.35,1347.15,1313.5,1345.45,1344.9,1334.68,13536684.0,18067155840.1,226965.0,"88,05,261",65.05
2024-12-16,ICICIBANK,EQ,1344.9,1344.9,1350.45,1340.05,1343.6,1346.1,1345.53,9071006.0,12205296470.75,237730.0,"60,71,850",66.94
2024-12-17,ICICIBANK,EQ,1346.1,1342.0,1348.1,1326.05,1334.0,1333.75,1333.43,9879257.0,13173306009.95,208644.0,"59,38,122",60.11
2024-12-18,ICICIBANK,EQ,1333.75,1325.25,1334.95,1307.45,1316.9,1314.15,1316.49,8510595.0,11204088446.2,197721.0,"51,90,721",60.99
2024-12-19,ICICIBANK,EQ,1314.15,1286.0,1303.0,1284.45,1289.5,1286.9,1290.73,11517304.0,14865736643.05,241978.0,"72,57,591",63.01
2024-12-20,ICICIBANK,EQ,1286.9,1283.95,1297.75,1272.4,1292.0,1288.4,1287.83,58491181.0,75326711266.25,287315.0,"4,09,10,784",69.94
2024-12-23,ICICIBANK,EQ,1288.4,1294.65,1307.0,1287.05,1297.35,1296.8,1295.12,6827512.0,8842449619.05,208282.0,"40,51,955",59.35
2024-12-24,ICICIBANK,EQ,1296.8,1296.8,1304.5,1290.25,1298.95,1297.25,1295.88,7138516.0,9250648957.45,125187.0,"29,37,569",41.15
2024-12-25,ICICIBANK,EQ,1296.8,1296.8,1304.5,1290.25,1298.95,1297.25,1295.88,7138516.0,9250648957.45,125187.0,"29,37,569",41.15
2024-12-26,ICICIBANK,EQ,1297.25,1307.0,1312.75,1289.2,1297.0,1297.35,1296.86,7338444.0,9516953866.75,191694.0,"45,19,925",61.59
2024-12-27,ICICIBANK,EQ,1297.35,1298.55,1315.95,1298.55,1307.55,1307.55,1306.98,4756066.0,6216064274.2,109355.0,"26,08,276",54.84
2024-12-30,ICICIBANK,EQ,1307.55,1304.95,1326.5,1289.45,1293.45,1294.65,1303.69,14207425.0,18522089560.05,258242.0,"79,53,292",55.98
2024-12-31,ICICIBANK,EQ,1294.65,1286.9,1289.95,1280.1,1283.5,1281.65,1282.67,8449607.0,10838026946.5,147036.0,"56,20,362",66.52
2025-01-01,ICICIBANK,EQ,1281.65,1281.65,1293.0,1267.1,1283.85,1283.65,1283.92,4705399.0,6041347562.15,152286.0,"25,65,278",54.52
2025-01-02,ICICIBANK,EQ,1283.65,1285.1,1293.4,1278.4,1291.0,1290.6,1288.34,7433222.0,9576523020.85,289378.0,"46,05,861",61.96
2025-01-03,ICICIBANK,EQ,1290.6,1286.2,1288.0,1262.25,1265.6,1265.05,1269.4,11194997.0,14210918649.7,219218.0,"73,16,000",65.35
2025-01-06,ICICIBANK,EQ,1265.05,1268.05,1277.75,1257.0,1266.0,1264.1,1265.34,7504047.0,9495149142.2,236168.0,"44,80,448",59.71
2025-01-07,ICICIBANK,EQ,1264.1,1266.5,1288.95,1266.5,1280.6,1279.25,1280.35,7539758.0,9653565084.15,153173.0,"41,47,624",55.01
2025-01-08,ICICIBANK,EQ,1279.25,1280.55,1285.0,1252.35,1265.0,1263.75,1264.7,7566309.0,9569113937.25,186833.0,"47,48,418",62.76
2025-01-09,ICICIBANK,EQ,1263.75,1258.0,1264.75,1248.1,1263.5,1262.4,1257.24,8684920.0,10919031736.8,161005.0,"53,42,972",61.52
2025-01-10,ICICIBANK,EQ,1262.4,1259.0,1264.95,1243.1,1251.35,1249.85,1250.93,7854524.0,9825430299.9,228905.0,"56,35,376",71.75
2025-01-13,ICICIBANK,EQ,1249.85,1234.9,1243.95,1224.9,1230.9,1229.75,1232.97,9669336.0,11922019625.6,204083.0,"70,95,479",73.38
2025-01-14,ICICIBANK,EQ,1229.75,1233.35,1244.85,1227.45,1242.95,1240.3,1236.06,10342698.0,12784218741.0,210917.0,"66,54,720",64.34
2025-01-15,ICICIBANK,EQ,1240.3,1234.0,1244.4,1230.0,1238.9,1238.25,1237.19,5355382.0,6625607806.6,133555.0,"31,58,847",58.98
2025-01-16,ICICIBANK,EQ,1238.25,1245.1,1255.5,1239.65,1252.95,1249.1,1247.22,11895924.0,14836843996.05,181488.0,"65,51,666",55.07
2025-01-17,ICICIBANK,EQ,1249.1,1243.35,1249.0,1218.0,1225.15,1225.45,1226.59,9790533.0,12008937114.35,157327.0,"65,22,583",66.62
2025-01-20,ICICIBANK,EQ,1225.45,1223.9,1241.75,1215.25,1232.55,1232.95,1229.43,7676418.0,9437603015.1,240948.0,"52,50,077",68.39
2025-01-21,ICICIBANK,EQ,1232.95,1236.95,1238.95,1192.7,1197.95,1196.15,1207.07,20520898.0,24770261514.45,297691.0,"1,25,18,909",61.01
2025-01-22,ICICIBANK,EQ,1196.15,1201.0,1207.5,1191.8,1198.6,1200.45,1199.65,10377123.0,12448945781.3,269148.0,"69,84,683",67.31
2025-01-23,ICICIBANK,EQ,1200.45,1197.25,1207.9,1186.0,1202.4,1201.75,1201.27,8770650.0,10535875098.8,211991.0,"49,99,956",57.01
2025-01-24,ICICIBANK,EQ,1201.75,1203.1,1218.0,1202.0,1213.7,1209.2,1209.19,9216792.0,11144844611.2,221872.0,"59,75,238",64.83
2025-01-27,ICICIBANK,EQ,1209.2,1195.0,1234.65,1193.1,1225.25,1227.95,1224.23,16164687.0,19789327544.65,324795.0,"86,28,844",53.38
2025-01-28,ICICIBANK,EQ,1227.95,1247.35,1264.0,1236.0,1247.5,1246.9,1252.87,18066499.0,22634905165.95,356462.0,"96,42,421",53.37
2025-01-29,ICICIBANK,EQ,1246.9,1252.0,1255.8,1243.05,1251.4,1251.65,1249.62,7666777.0,9580525136.65,219085.0,"48,09,292",62.73
2025-01-30,ICICIBANK,EQ,1251.65,1250.0,1259.85,1239.5,1258.55,1255.6,1250.26,11921041.0,14904352647.05,331765.0,"58,32,933",48.93
2025-01-31,ICICIBANK,EQ,1255.6,1254.5,1256.0,1239.1,1252.95,1252.8,1247.43,10195417.0,12718079791.9,209906.0,"71,97,902",70.6
2025-02-03,ICICIBANK,EQ,1255.55,1246.85,1260.0,1237.8,1252.95,1253.0,1250.06,6176831.0,7721438599.85,165087.0,"37,59,034",60.86
2025-02-04,ICICIBANK,EQ,1253.0,1262.8,1280.5,1260.0,1266.75,1268.2,1270.45,14839077.0,18852369674.65,259371.0,"1,04,33,968",70.31
2025-02-05,ICICIBANK,EQ,1268.2,1270.2,1277.75,1265.15,1268.2,1267.7,1270.65,6840709.0,8692168613.1,183398.0,"48,79,392",71.33
2025-02-06,ICICIBANK,EQ,1267.7,1275.0,1279.0,1263.2,1272.0,1272.4,1270.57,8396554.0,10668440486.05,226596.0,"40,00,579",47.65
2025-02-07,ICICIBANK,EQ,1272.4,1272.0,1275.0,1249.55,1257.0,1256.9,1258.99,7382039.0,9293877445.05,191355.0,"46,63,416",63.17
2025-02-10,ICICIBANK,EQ,1256.9,1257.2,1265.0,1249.35,1259.6,1262.6,1257.56,5740361.0,7218836541.2,180650.0,"38,47,424",67.02
2025-02-11,ICICIBANK,EQ,1262.6,1255.85,1261.85,1248.4,1248.55,1252.75,1254.67,6586627.0,8264043638.7,174408.0,"36,48,485",55.39
2025-02-12,ICICIBANK,EQ,1252.75,1257.2,1269.75,1244.65,1252.85,1251.8,1252.33,8809352.0,11032200057.65,320587.0,"60,44,738",68.62
2025-02-13,ICICIBANK,EQ,1251.8,1252.55,1266.0,1245.9,1248.5,1248.9,1254.61,7263785.0,9113247793.4,261567.0,"47,45,078",65.33
2025-02-14,ICICIBANK,EQ,1248.9,1252.1,1263.5,1244.45,1259.0,1260.1,1254.48,10368438.0,13006959974.75,289728.0,"79,71,893",76.89
2025-02-17,ICICIBANK,EQ,1260.1,1251.15,1258.15,1233.25,1251.65,1251.15,1244.89,8386151.0,10439844806.35,294062.0,"53,24,814",63.5
2025-02-18,ICICIBANK,EQ,1251.15,1252.9,1257.6,1237.05,1242.55,1243.05,1242.37,8135042.0,10106708536.6,257996.0,"56,87,676",69.92
2025-02-19,ICICIBANK,EQ,1243.05,1234.85,1264.45,1230.25,1261.5,1261.65,1253.91,10683412.0,13396072372.5,164771.0,"74,77,934",70.0
2025-02-20,ICICIBANK,EQ,1261.65,1255.35,1264.0,1246.75,1248.15,1249.95,1252.3,8398849.0,10517847931.9,204041.0,"61,74,805",73.52
2025-02-21,ICICIBANK,EQ,1249.95,1241.1,1244.7,1224.55,1232.0,1232.95,1233.19,7786428.0,9602112287.65,178759.0,"54,72,721",70.29
2025-02-24,ICICIBANK,EQ,1232.95,1226.7,1231.9,1210.25,1219.7,1218.35,1217.57,11522480.0,14029388111.95,206398.0,"90,47,110",78.52
2025-02-25,ICICIBANK,EQ,1218.35,1226.6,1231.65,1221.0,1225.8,1224.15,1225.0,11059417.0,13547735420.8,199168.0,"65,66,578",59.38
2025-02-26,ICICIBANK,EQ,1218.35,1226.6,1231.65,1221.0,1225.8,1224.15,1225.0,11059417.0,13547735420.8,199168.0,"65,66,578",59.38
2025-02-27,ICICIBANK,EQ,1224.15,1225.15,1234.85,1218.45,1220.0,1222.45,1226.56,12008162.0,14728753125.0,234248.0,"79,67,265",66.35
2025-02-28,ICICIBANK,EQ,1222.45,1216.0,1225.0,1200.1,1201.1,1204.1,1208.91,20215075.0,24438200772.65,268866.0,"1,45,61,465",72.03
2025-03-03,ICICIBANK,EQ,1204.1,1210.5,1217.0,1204.15,1208.7,1206.2,1209.49,8158881.0,9868073967.35,208311.0,"53,09,533",65.08
2025-03-04,ICICIBANK,EQ,1206.2,1207.15,1216.65,1206.25,1212.8,1210.4,1210.78,9574490.0,11592601922.9,169550.0,"64,12,051",66.97
2025-03-05,ICICIBANK,EQ,1210.4,1217.0,1225.95,1211.3,1215.0,1215.7,1216.73,9052846.0,11014865217.65,199811.0,"63,65,861",70.32
2025-03-06,ICICIBANK,EQ,1215.7,1227.95,1227.95,1209.0,1219.8,1218.05,1217.04,11949475.0,14543033343.2,250155.0,"76,20,093",63.77
2025-03-07,ICICIBANK,EQ,1218.05,1211.1,1217.85,1206.3,1213.4,1214.55,1213.63,6620284.0,8034543520.35,118643.0,"43,45,177",65.63
2025-03-10,ICICIBANK,EQ,1214.55,1208.0,1225.8,1208.0,1212.9,1214.85,1218.5,7363437.0,8972340771.15,152261.0,"49,88,564",67.75
2025-03-11,ICICIBANK,EQ,1214.85,1217.2,1248.0,1217.2,1244.15,1245.4,1238.81,10927950.0,13537605281.45,238907.0,"64,76,305",59.26
2025-03-12,ICICIBANK,EQ,1245.4,1246.95,1251.95,1235.3,1244.45,1243.95,1243.37,11548372.0,14358854881.85,197340.0,"87,66,966",75.92
2025-03-13,ICICIBANK,EQ,1243.95,1251.05,1255.6,1245.3,1248.65,1250.05,1250.96,8132940.0,10173984588.65,190526.0,"51,69,165",63.56
2025-03-14,ICICIBANK,EQ,1243.95,1251.05,1255.6,1245.3,1248.65,1250.05,1250.96,8132940.0,10173984588.65,190526.0,"51,69,165",63.56
2025-03-17,ICICIBANK,EQ,1250.05,1257.05,1273.95,1254.75,1268.65,1269.0,1267.47,11164882.0,14151149490.55,226414.0,"76,29,505",68.33
2025-03-18,ICICIBANK,EQ,1269.0,1285.5,1313.85,1280.65,1311.5,1309.85,1299.54,15645427.0,20331886817.15,337230.0,"98,19,575",62.76
2025-03-19,ICICIBANK,EQ,1309.85,1305.6,1318.3,1302.15,1316.0,1313.1,1311.61,11278014.0,14792332058.7,244205.0,"81,48,226",72.25
2025-03-20,ICICIBANK,EQ,1313.1,1320.0,1324.25,1311.05,1318.55,1321.7,1319.08,10886735.0,14360481637.45,252535.0,"86,48,648",79.44
2025-03-21,ICICIBANK,EQ,1321.7,1316.0,1349.0,1311.6,1337.95,1343.1,1341.59,60494318.0,81158565386.5,344744.0,"4,91,06,116",81.17
2025-03-24,ICICIBANK,EQ,1343.1,1355.95,1373.0,1345.05,1361.2,1358.15,1358.95,9352280.0,12709278600.9,203054.0,"62,62,107",66.96
2025-03-25,ICICIBANK,EQ,1358.15,1359.0,1363.8,1330.05,1341.95,1343.7,1345.81,16419207.0,22097082282.1,326362.0,"96,62,194",58.85
2025-03-26,ICICIBANK,EQ,1343.7,1344.05,1358.0,1331.5,1335.45,1335.9,1341.51,10859639.0,14568352861.7,197579.0,"63,86,435",58.81
2025-03-27,ICICIBANK,EQ,1335.9,1333.15,1351.5,1333.15,1339.0,1336.65,1340.7,15109614.0,20257403852.9,187305.0,"97,79,521",64.72
2025-03-28,ICICIBANK,EQ,1336.65,1336.0,1357.95,1327.2,1348.0,1348.35,1345.9,8266544.0,11125900933.9,142133.0,"54,24,044",65.61
2025-03-31,ICICIBANK,EQ,1336.65,1336.0,1357.95,1327.2,1348.0,1348.35,1345.9,8266544.0,11125900933.9,142133.0,"54,24,044",65.61
2025-04-01,ICICIBANK,EQ,1348.35,1340.0,1352.35,1315.4,1318.15,1318.45,1326.83,14288024.0,18957734985.95,206118.0,"97,51,637",68.25
2025-04-02,ICICIBANK,EQ,1318.45,1322.15,1337.95,1322.15,1330.85,1331.25,1330.74,8042214.0,10702134959.6,127734.0,"58,47,254",72.71
2025-04-03,ICICIBANK,EQ,1331.25,1321.95,1333.0,1321.25,1328.95,1329.55,1328.6,4591008.0,6099629464.8,127085.0,"29,00,720",63.18
2025-04-04,ICICIBANK,EQ,1329.55,1329.55,1338.55,1322.1,1335.0,1335.3,1331.6,8648542.0,11516414124.3,166068.0,"57,68,811",66.7
2025-04-07,ICICIBANK,EQ,1335.3,1295.25,1325.0,1265.0,1294.1,1287.55,1290.47,19185012.0,24757611797.9,515573.0,"1,20,55,212",62.84
2025-04-08,ICICIBANK,EQ,1287.55,1299.85,1310.05,1287.35,1300.05,1299.9,1298.35,13085762.0,16989934735.7,171223.0,"62,42,577",47.71
2025-04-09,ICICIBANK,EQ,1299.9,1304.95,1305.1,1284.5,1304.0,1300.8,1296.12,13005622.0,16856903289.7,237174.0,"87,58,800",67.35
2025-04-10,ICICIBANK,EQ,1299.9,1304.95,1305.1,1284.5,1304.0,1300.8,1296.12,13005622.0,16856903289.7,237174.0,"87,58,800",67.35
2025-04-11,ICICIBANK,EQ,1300.8,1305.1,1325.0,1305.1,1312.05,1311.65,1314.61,13064247.0,17174325317.9,224885.0,"88,23,752",67.54
2025-04-14,ICICIBANK,EQ,1300.8,1305.1,1325.0,1305.1,1312.05,1311.65,1314.61,13064247.0,17174325317.9,224885.0,"88,23,752",67.54
2025-04-15,ICICIBANK,EQ,1311.65,1351.0,1354.3,1336.2,1350.4,1350.2,1347.7,15202603.0,20488528370.7,222333.0,"1,05,76,959",69.57
2025-04-16,ICICIBANK,EQ,1350.2,1357.0,1359.7,1342.9,1358.0,1356.4,1350.44,14039073.0,18958940775.0,180990.0,"1,07,03,064",76.24
2025-04-17,ICICIBANK,EQ,1356.4,1362.0,1408.9,1360.1,1407.0,1406.7,1391.92,17490424.0,24345198635.1,294006.0,"1,02,91,194",58.84
2025-04-18,ICICIBANK,EQ,1356.4,1362.0,1408.9,1360.1,1407.0,1406.7,1391.92,17490424.0,24345198635.1,294006.0,"1,02,91,194",58.84
2025-04-21,ICICIBANK,EQ,1406.7,1436.0,1436.0,1404.7,1408.1,1409.8,1416.7,16882426.0,23917404930.6,291654.0,"88,26,072",52.28
2025-04-22,ICICIBANK,EQ,1409.8,1412.8,1418.8,1398.9,1414.0,1416.5,1410.65,16135274.0,22761177353.9,275616.0,"1,03,89,426",64.39
2025-04-23,ICICIBANK,EQ,1416.5,1429.0,1429.9,1411.3,1422.0,1424.4,1421.06,13990764.0,19881670203.6,220724.0,"1,10,54,767",79.01
2025-04-24,ICICIBANK,EQ,1424.4,1416.3,1421.2,1398.8,1401.0,1402.7,1407.84,15678099.0,22072210947.6,210098.0,"98,75,876",62.99
2025-04-25,ICICIBANK,EQ,1402.7,1410.0,1414.8,1388.4,1403.0,1404.8,1400.91,11705093.0,16397782261.9,234552.0,"69,67,494",59.53
2025-04-28,ICICIBANK,EQ,1404.8,1405.6,1435.0,1403.8,1428.0,1428.8,1427.33,10948561.0,15627194700.7,192819.0,"74,94,044",68.45
2025-04-29,ICICIBANK,EQ,1428.8,1428.8,1438.3,1422.6,1425.5,1429.8,1428.52,10786910.0,15409265024.5,223499.0,"63,92,864",59.27
2025-04-30,ICICIBANK,EQ,1429.8,1433.0,1433.7,1400.0,1424.3,1427.0,1427.91,14192027.0,20264976307.3,238248.0,"1,06,00,497",74.69
2025-05-01,ICICIBANK,EQ,1429.8,1433.0,1433.7,1400.0,1424.3,1427.0,1427.91,14192027.0,20264976307.3,238248.0,"1,06,00,497",74.69
2025-05-02,ICICIBANK,EQ,1427.0,1426.9,1446.6,1424.6,1429.0,1432.4,1436.51,10763492.0,15461819959.1,170242.0,"73,47,476",68.26
2025-05-05,ICICIBANK,EQ,1432.4,1440.0,1446.8,1426.0,1427.4,1429.4,1432.29,4565705.0,6539397953.4,115354.0,"29,52,560",64.67
2025-05-06,ICICIBANK,EQ,1429.4,1429.0,1433.7,1420.4,1430.0,1431.6,1428.23,6301690.0,9000265687.1,133476.0,"39,73,156",63.05
2025-05-07,ICICIBANK,EQ,1431.6,1425.0,1442.0,1421.0,1437.1,1435.4,1431.25,10480453.0,15000167610.7,166481.0,"76,71,334",73.2
2025-05-08,ICICIBANK,EQ,1435.4,1438.6,1448.9,1426.1,1427.3,1435.5,1439.49,15306490.0,22033510832.0,182407.0,"1,10,22,294",72.01
2025-05-09,ICICIBANK,EQ,1435.5,1415.2,1419.9,1387.0,1389.0,1388.9,1394.54,13491197.0,18814033148.0,248736.0,"98,14,195",72.75
2025-05-12,ICICIBANK,EQ,1388.9,1409.4,1453.0,1404.0,1451.5,1448.5,1436.69,9925445.0,14259837185.1,180758.0,"66,50,816",67.01
2025-05-13,ICICIBANK,EQ,1448.5,1440.1,1447.9,1427.4,1430.8,1430.6,1432.31,12475424.0,17868617217.5,209013.0,"76,83,857",61.59
2025-05-14,ICICIBANK,EQ,1430.6,1429.9,1440.7,1417.3,1427.4,1426.2,1427.87,8026837.0,11461311035.0,143054.0,"57,21,715",71.28
2025-05-15,ICICIBANK,EQ,1426.2,1425.9,1456.5,1415.5,1451.0,1450.8,1438.96,18209264.0,26202383268.6,211899.0,"1,02,02,410",56.03
