Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Volume,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
2025-05-16,ICICIBANK,EQ,1450.8,1453.3,1458.7,1447.0,1452.4,1454.0,1454.25,6439208.0,9364246054.9,145344.0,"45,16,729",70.14
2025-05-19,ICICIBANK,EQ,1454.0,1446.5,1459.7,1443.8,1447.0,1449.0,1451.29,6005334.0,8715502198.1,139810.0,"39,54,297",65.85
2025-05-20,ICICIBANK,EQ,1449.0,1450.2,1459.0,1435.5,1439.5,1438.2,1440.54,11352383.0,16353593402.1,128816.0,"80,54,354",70.95
2025-05-21,ICICIBANK,EQ,1438.2,1442.9,1451.3,1438.5,1445.4,1444.7,1445.11,5510460.0,7963242254.5,106396.0,"32,93,659",59.77
2025-05-22,ICICIBANK,EQ,1444.7,1441.1,1445.3,1427.8,1440.0,1442.1,1435.62,7245933.0,10402374075.4,147665.0,"41,14,985",56.79
2025-05-23,ICICIBANK,EQ,1442.1,1442.2,1451.8,1434.4,1450.5,1449.8,1446.83,5203706.0,7528852323.3,113699.0,"36,06,983",69.32
2025-05-26,ICICIBANK,EQ,1449.8,1458.0,1471.6,1455.0,1460.5,1460.6,1460.94,5608725.0,8193994503.7,189038.0,"38,92,907",69.41
2025-05-27,ICICIBANK,EQ,1460.6,1452.5,1463.0,1435.7,1445.3,1446.4,1445.59,14842959.0,21456811800.6,221484.0,"90,79,508",61.17
2025-05-28,ICICIBANK,EQ,1446.4,1447.6,1458.0,1442.5,1452.9,1453.8,1452.83,8618343.0,12521029815.6,135239.0,"60,94,510",70.72
2025-05-29,ICICIBANK,EQ,1453.8,1456.6,1462.9,1445.0,1461.0,1456.5,1452.26,15545514.0,22576188990.2,210205.0,"91,68,097",58.98
2025-05-30,ICICIBANK,EQ,1456.5,1459.9,1460.9,1444.3,1446.1,1445.8,1449.04,11803975.0,17104465533.3,155611.0,"92,43,942",78.31
2025-06-02,ICICIBANK,EQ,1445.8,1442.0,1460.0,1432.8,1447.7,1450.5,1442.4,9458990.0,13643623560.3,178241.0,"71,85,061",75.96
2025-06-03,ICICIBANK,EQ,1450.5,1454.9,1455.0,1432.0,1437.0,1437.9,1438.02,11167345.0,16058876541.3,225871.0,"78,83,352",70.59
2025-06-04,ICICIBANK,EQ,1437.9,1437.4,1440.1,1426.4,1431.1,1431.0,1430.63,8025388.0,11481343481.9,147312.0,"63,99,272",79.74
2025-06-05,ICICIBANK,EQ,1431.0,1430.9,1459.0,1427.3,1456.3,1454.8,1448.79,11385668.0,16495394104.4,176086.0,"74,90,464",65.79
2025-06-06,ICICIBANK,EQ,1454.8,1448.6,1461.4,1442.1,1460.0,1459.7,1455.63,11580994.0,16857621605.2,215279.0,"75,27,051",64.99
2025-06-09,ICICIBANK,EQ,1459.7,1465.0,1466.8,1433.4,1434.5,1434.8,1441.92,11022031.0,15892838386.7,337749.0,"83,11,411",75.41
2025-06-10,ICICIBANK,EQ,1434.8,1439.0,1441.7,1416.5,1421.8,1422.9,1422.89,12905272.0,18362844057.1,376346.0,"92,33,091",71.55
2025-06-11,ICICIBANK,EQ,1422.9,1421.8,1434.5,1418.6,1430.3,1431.0,1430.07,7136877.0,10206208002.7,234139.0,"52,13,787",73.05
2025-06-12,ICICIBANK,EQ,1431.0,1430.5,1436.5,1420.0,1424.5,1425.2,1425.62,7953247.0,11338280353.6,184161.0,"44,07,166",55.41
2025-06-13,ICICIBANK,EQ,1425.2,1403.6,1421.5,1403.6,1417.7,1416.1,1413.67,7573103.0,10705843818.3,188584.0,"54,09,567",71.43
2025-06-16,ICICIBANK,EQ,1416.1,1416.6,1429.0,1414.2,1427.9,1426.9,1423.44,5451137.0,7759340748.4,89237.0,"43,10,245",79.07
2025-06-17,ICICIBANK,EQ,1426.9,1426.9,1429.8,1417.8,1422.0,1423.2,1423.27,6970098.0,9920298395.0,193761.0,"43,84,261",62.9
2025-06-18,ICICIBANK,EQ,1423.2,1417.0,1432.0,1410.2,1413.0,1412.6,1415.55,6751745.0,9557444212.1,162388.0,"49,30,918",73.03
2025-06-19,ICICIBANK,EQ,1412.6,1408.0,1414.7,1404.7,1410.0,1411.3,1409.62,8849883.0,12474998015.5,342983.0,"60,10,461",67.92
2025-06-20,ICICIBANK,EQ,1411.3,1411.3,1433.3,1410.2,1426.4,1427.1,1426.55,12408178.0,17700887653.8,160865.0,"99,69,784",80.35
2025-06-23,ICICIBANK,EQ,1427.1,1417.0,1423.2,1411.9,1419.1,1420.1,1417.98,5514384.0,7819302210.2,160229.0,"41,93,235",76.04
2025-06-24,ICICIBANK,EQ,1420.1,1427.7,1435.9,1416.5,1424.0,1424.1,1425.61,11188438.0,15950352718.8,188014.0,"64,01,057",57.21
2025-06-25,ICICIBANK,EQ,1424.1,1422.0,1428.9,1415.3,1424.5,1425.8,1423.08,7527388.0,10712047350.9,147548.0,"54,01,581",71.76
2025-06-26,ICICIBANK,EQ,1425.8,1424.8,1447.5,1421.7,1440.0,1439.1,1436.85,13617435.0,19566210028.9,220490.0,"78,93,044",57.96
2025-06-27,ICICIBANK,EQ,1439.1,1438.9,1466.0,1437.1,1457.9,1462.2,1457.56,22532899.0,32843085618.2,217058.0,"1,88,74,040",83.76
2025-06-30,ICICIBANK,EQ,1462.2,1461.8,1461.9,1442.3,1449.0,1445.8,1449.97,6325073.0,9171182603.2,187773.0,"48,06,135",75.99
2025-07-01,ICICIBANK,EQ,1445.8,1445.7,1447.6,1429.6,1431.7,1432.0,1435.52,7761449.0,11141735649.7,185345.0,"57,16,616",73.65
2025-07-02,ICICIBANK,EQ,1432.0,1432.2,1451.0,1422.6,1427.8,1427.8,1430.58,13372280.0,19130157807.7,213176.0,"1,05,79,732",79.12
2025-07-03,ICICIBANK,EQ,1427.8,1432.1,1446.1,1423.7,1427.0,1425.9,1429.96,10177738.0,14553751194.8,181095.0,"64,08,115",62.96
2025-07-04,ICICIBANK,EQ,1425.9,1427.0,1444.4,1421.1,1443.0,1442.8,1433.52,5066503.0,7262913585.5,127265.0,"36,20,455",71.46
2025-07-07,ICICIBANK,EQ,1442.8,1437.0,1440.9,1429.6,1435.9,1435.7,1433.38,5177477.0,7421312203.1,127818.0,"37,43,907",72.31
2025-07-08,ICICIBANK,EQ,1435.7,1432.0,1445.0,1430.0,1443.0,1442.0,1440.56,5315847.0,7657790478.1,123124.0,"33,68,849",63.37
2025-07-09,ICICIBANK,EQ,1442.0,1436.2,1438.7,1426.6,1430.8,1431.9,1431.91,8827347.0,12639971093.5,120088.0,"69,24,214",78.44
2025-07-10,ICICIBANK,EQ,1431.9,1436.8,1439.0,1422.1,1424.0,1424.1,1426.47,7795964.0,11120735791.1,158233.0,"47,17,314",60.51
2025-07-11,ICICIBANK,EQ,1424.1,1422.0,1428.0,1414.6,1422.0,1421.9,1420.14,7158015.0,10165411225.4,154732.0,"57,38,193",80.16
2025-07-14,ICICIBANK,EQ,1421.9,1424.9,1424.9,1416.1,1421.9,1423.0,1421.21,5846154.0,8308587601.3,113668.0,"45,83,607",78.4
2025-07-15,ICICIBANK,EQ,1423.0,1421.1,1433.8,1419.0,1432.0,1430.8,1426.47,6041457.0,8617966324.9,175820.0,"38,07,070",63.02
2025-07-16,ICICIBANK,EQ,1430.8,1426.0,1429.2,1419.1,1425.9,1426.4,1425.18,5649093.0,8050995851.4,121488.0,"41,49,153",73.45
2025-07-17,ICICIBANK,EQ,1426.4,1421.0,1423.2,1409.5,1418.4,1418.7,1416.65,12927394.0,18313603998.4,234109.0,"83,38,800",64.5
2025-07-18,ICICIBANK,EQ,1418.7,1415.8,1429.0,1408.5,1426.7,1425.8,1418.92,11297246.0,16029882215.2,205005.0,"85,49,688",75.68
2025-07-21,ICICIBANK,EQ,1425.8,1448.0,1467.7,1437.0,1464.5,1465.8,1457.79,13867136.0,20215422421.3,232151.0,"82,15,574",59.24
2025-07-22,ICICIBANK,EQ,1465.8,1474.1,1482.0,1469.7,1471.6,1473.6,1474.9,8930165.0,13171093377.9,233507.0,"62,49,670",69.98
2025-07-23,ICICIBANK,EQ,1473.6,1482.9,1490.0,1472.6,1486.6,1488.6,1483.02,11974174.0,17757890209.5,184240.0,"1,00,69,740",84.1
2025-07-24,ICICIBANK,EQ,1488.6,1487.7,1488.7,1478.1,1480.9,1483.4,1484.44,6700578.0,9946614738.3,137503.0,"50,77,005",75.77
2025-07-25,ICICIBANK,EQ,1483.4,1500.0,1500.0,1473.6,1477.9,1477.1,1481.47,8696077.0,12883011018.6,193064.0,"62,64,138",72.03
2025-07-28,ICICIBANK,EQ,1477.1,1477.1,1493.8,1477.1,1488.0,1488.4,1487.05,7507479.0,11164017329.7,199416.0,"58,25,229",77.59
2025-07-29,ICICIBANK,EQ,1488.4,1479.9,1489.8,1475.4,1484.9,1486.2,1483.47,9776027.0,14502489122.8,230759.0,"72,99,615",74.67
2025-07-30,ICICIBANK,EQ,1486.2,1487.7,1488.5,1477.3,1480.1,1482.4,1483.4,7238625.0,10737774608.0,176359.0,"48,92,549",67.59
2025-07-31,ICICIBANK,EQ,1482.4,1469.9,1494.5,1464.0,1485.1,1481.4,1481.12,12406146.0,18375022495.4,306162.0,"66,56,686",53.66
2025-08-01,ICICIBANK,EQ,1481.4,1480.4,1485.1,1469.8,1470.1,1471.6,1474.75,4416771.0,6513645513.8,142277.0,"25,67,168",58.12
2025-08-04,ICICIBANK,EQ,1471.6,1476.8,1478.8,1461.3,1463.1,1463.2,1466.67,6140054.0,9005448862.6,135797.0,"44,39,749",72.31
2025-08-05,ICICIBANK,EQ,1463.2,1453.0,1461.5,1441.0,1445.0,1444.4,1445.77,14799343.0,21396397537.4,156234.0,"1,16,97,809",79.04
2025-08-06,ICICIBANK,EQ,1444.4,1442.3,1454.0,1441.6,1443.5,1443.6,1446.52,7805252.0,11290438379.5,121663.0,"59,71,810",76.51
2025-08-07,ICICIBANK,EQ,1443.6,1441.1,1447.9,1429.1,1441.0,1440.3,1435.71,7432535.0,10670930441.9,151043.0,"52,20,885",70.24
2025-08-08,ICICIBANK,EQ,1440.3,1445.9,1447.6,1432.0,1432.0,1435.9,1436.99,5415511.0,7782061616.9,102913.0,"43,55,697",80.43
2025-08-11,ICICIBANK,EQ,1435.9,1427.9,1438.4,1420.4,1437.3,1436.6,1428.92,8492484.0,12135055891.3,182653.0,"58,21,304",68.55
2025-08-12,ICICIBANK,EQ,1436.6,1431.0,1433.8,1420.1,1421.4,1422.0,1425.1,5913947.0,8427986637.0,199744.0,"27,57,317",46.62
2025-08-13,ICICIBANK,EQ,1422.0,1424.6,1427.7,1415.2,1421.8,1420.8,1421.23,9009465.0,12804539647.1,158523.0,"66,50,525",73.82
2025-08-14,ICICIBANK,EQ,1420.8,1412.0,1431.1,1412.0,1427.6,1427.3,1426.41,7577793.0,10809059788.7,146431.0,"47,36,884",62.51
2025-08-15,ICICIBANK,EQ,1420.8,1412.0,1431.1,1412.0,1427.6,1427.3,1426.41,7577793.0,10809059788.7,146431.0,"47,36,884",62.51
2025-08-18,ICICIBANK,EQ,1427.3,1450.0,1452.4,1431.0,1436.3,1434.6,1440.6,6908844.0,9952855665.5,150892.0,"38,20,563",55.3
2025-08-19,ICICIBANK,EQ,1434.6,1431.1,1438.5,1426.3,1436.9,1436.3,1434.78,6709554.0,9626706605.9,161273.0,"44,33,271",66.07
2025-08-20,ICICIBANK,EQ,1436.3,1432.6,1435.9,1423.0,1430.0,1430.6,1429.9,5817858.0,8318955912.5,153109.0,"40,29,390",69.26
2025-08-21,ICICIBANK,EQ,1430.6,1440.1,1447.8,1436.4,1444.7,1446.0,1442.76,6238645.0,9000876523.4,161682.0,"38,99,947",62.51
2025-08-22,ICICIBANK,EQ,1446.0,1444.3,1446.0,1429.4,1435.9,1436.4,1436.69,6657207.0,9564347160.1,161483.0,"47,61,843",71.53
2025-08-25,ICICIBANK,EQ,1436.4,1435.9,1435.9,1424.0,1430.9,1433.2,1430.14,6738427.0,9636918576.0,142654.0,"48,33,119",71.72
2025-08-26,ICICIBANK,EQ,1433.2,1427.9,1427.9,1413.1,1415.0,1416.6,1417.47,8720155.0,12360595794.0,201100.0,"50,82,079",58.28
2025-08-27,ICICIBANK,EQ,1433.2,1427.9,1427.9,1413.1,1415.0,1416.6,1417.47,8720155.0,12360595794.0,201100.0,"50,82,079",58.28
2025-08-28,ICICIBANK,EQ,1416.6,1408.0,1411.8,1396.3,1397.6,1399.1,1403.02,12990789.0,18226341926.4,241173.0,"72,11,605",55.51
2025-08-29,ICICIBANK,EQ,1399.1,1392.1,1405.0,1392.1,1396.2,1397.8,1399.82,8519507.0,11925741661.0,183125.0,"63,09,784",74.06
2025-09-01,ICICIBANK,EQ,1397.8,1398.1,1412.4,1398.1,1411.0,1411.0,1406.76,4927348.0,6931617328.7,137472.0,"29,26,501",59.39
2025-09-02,ICICIBANK,EQ,1411.0,1413.9,1413.9,1390.0,1391.0,1394.2,1401.96,7163073.0,10042341320.3,207579.0,"33,76,919",47.14
2025-09-03,ICICIBANK,EQ,1394.2,1389.0,1400.0,1384.2,1396.6,1397.0,1392.24,9813382.0,13662618272.4,215122.0,"67,83,241",69.12
2025-09-04,ICICIBANK,EQ,1397.0,1409.9,1415.1,1401.9,1408.0,1405.5,1408.38,10564859.0,14879368496.7,178722.0,"44,39,781",42.02
2025-09-05,ICICIBANK,EQ,1405.5,1411.0,1411.5,1387.7,1402.3,1402.8,1397.54,6621077.0,9253243890.3,129950.0,"40,86,124",61.71
2025-09-08,ICICIBANK,EQ,1402.8,1402.2,1410.6,1397.6,1403.0,1402.7,1404.56,5880943.0,8260153082.3,133142.0,"36,52,150",62.1
2025-09-09,ICICIBANK,EQ,1402.7,1399.0,1407.5,1395.2,1402.4,1403.7,1401.81,6470679.0,9070676168.9,129854.0,"28,29,800",43.73
2025-09-10,ICICIBANK,EQ,1403.7,1410.0,1413.7,1402.1,1403.3,1403.9,1407.17,7452347.0,10486722637.7,216180.0,"51,46,529",69.06
2025-09-11,ICICIBANK,EQ,1403.9,1398.0,1408.0,1396.0,1401.6,1401.6,1403.25,10192026.0,14301923215.8,181447.0,"42,47,846",41.68
2025-09-12,ICICIBANK,EQ,1401.6,1405.1,1419.7,1400.1,1417.5,1417.7,1412.86,7770038.0,10977991343.8,165154.0,"57,30,841",73.76
2025-09-15,ICICIBANK,EQ,1417.7,1422.0,1426.8,1416.3,1418.0,1419.4,1421.99,5845637.0,8312411904.6,130816.0,"34,03,396",58.22
2025-09-16,ICICIBANK,EQ,1419.4,1414.0,1424.9,1413.7,1422.4,1421.6,1420.63,8213151.0,11667859743.8,139536.0,"47,47,325",57.8
2025-09-17,ICICIBANK,EQ,1421.6,1420.1,1426.1,1416.4,1417.2,1419.2,1420.85,7484283.0,10634007393.7,131200.0,"47,34,134",63.25
2025-09-18,ICICIBANK,EQ,1419.2,1431.1,1432.8,1415.3,1423.0,1421.7,1422.48,8130537.0,11565563636.6,165955.0,"37,94,140",46.67
2025-09-19,ICICIBANK,EQ,1421.7,1416.1,1418.0,1400.2,1402.5,1402.2,1404.18,13457344.0,18896559650.8,172737.0,"97,80,490",72.68
2025-09-22,ICICIBANK,EQ,1402.2,1403.9,1409.9,1397.2,1402.2,1401.5,1403.29,8847948.0,12416209740.2,113260.0,"55,27,113",62.47
2025-09-23,ICICIBANK,EQ,1401.5,1391.0,1403.3,1391.0,1396.1,1394.3,1396.75,12827524.0,17916801862.9,197247.0,"65,10,966",50.76
2025-09-24,ICICIBANK,EQ,1394.3,1386.4,1390.9,1376.5,1383.0,1382.7,1382.2,9735678.0,13456684266.1,210851.0,"63,68,751",65.42
2025-09-25,ICICIBANK,EQ,1382.7,1377.0,1391.5,1371.8,1373.7,1375.8,1378.32,21613389.0,29790090966.1,196991.0,"1,39,57,730",64.58
2025-09-26,ICICIBANK,EQ,1375.8,1368.0,1372.7,1357.0,1362.5,1359.6,1363.33,18342280.0,25006644406.5,183369.0,"1,36,53,656",74.44
2025-09-29,ICICIBANK,EQ,1359.6,1359.6,1366.5,1346.2,1350.0,1348.1,1352.69,20563163.0,27815685218.2,277001.0,"1,46,72,392",71.35
2025-09-30,ICICIBANK,EQ,1348.1,1353.7,1356.6,1342.6,1348.9,1348.0,1349.21,20166871.0,27209326360.4,214277.0,"1,14,28,934",56.67
2025-10-01,ICICIBANK,EQ,1348.0,1348.0,1379.4,1347.1,1372.0,1372.0,1368.92,20952632.0,28682559363.9,490279.0,"1,44,34,125",68.89
2025-10-02,ICICIBANK,EQ,1348.0,1348.0,1379.4,1347.1,1372.0,1372.0,1368.92,20952632.0,28682559363.9,490279.0,"1,44,34,125",68.89
2025-10-03,ICICIBANK,EQ,1372.0,1371.9,1371.9,1361.3,1365.0,1365.2,1366.86,12163695.0,16626122666.1,192526.0,"78,43,803",64.49
2025-10-06,ICICIBANK,EQ,1365.2,1371.0,1372.6,1359.1,1363.9,1363.4,1364.15,14314283.0,19526828804.4,200684.0,"90,35,178",63.12
2025-10-07,ICICIBANK,EQ,1363.4,1363.6,1383.1,1363.6,1375.0,1375.9,1377.91,16126464.0,22220830751.1,217688.0,"1,06,40,042",65.98
2025-10-08,ICICIBANK,EQ,1375.9,1372.3,1381.6,1364.3,1367.8,1370.3,1372.13,8100832.0,11115359090.3,176755.0,"50,31,422",62.11
2025-10-09,ICICIBANK,EQ,1370.3,1369.8,1378.7,1365.1,1374.0,1376.2,1374.5,7909575.0,10871677779.1,175558.0,"40,32,443",50.98
2025-10-10,ICICIBANK,EQ,1376.2,1370.3,1385.0,1370.3,1380.4,1380.3,1380.18,7673816.0,10591267726.7,136734.0,"44,62,862",58.16
2025-10-13,ICICIBANK,EQ,1380.3,1373.1,1386.4,1373.1,1381.0,1379.4,1379.11,8923018.0,12305847453.3,295408.0,"48,35,907",54.2
2025-10-14,ICICIBANK,EQ,1379.4,1389.0,1389.0,1375.1,1384.8,1384.1,1381.47,10610855.0,14658607710.7,126104.0,"44,24,316",41.7
2025-10-15,ICICIBANK,EQ,1384.1,1386.5,1400.4,1385.5,1399.0,1398.4,1394.81,8988550.0,12537342798.3,244373.0,"54,28,366",60.39
2025-10-16,ICICIBANK,EQ,1398.4,1401.0,1418.9,1399.4,1417.4,1417.3,1412.88,12185032.0,17215999886.5,233599.0,"80,88,526",66.38
2025-10-17,ICICIBANK,EQ,1417.3,1412.0,1439.6,1410.9,1436.6,1436.6,1427.77,17037215.0,24325273729.9,326926.0,"1,10,74,634",65.0
2025-10-20,ICICIBANK,EQ,1436.6,1442.0,1445.0,1389.2,1393.0,1390.3,1401.64,23330227.0,32700479176.4,670783.0,"1,49,44,729",64.06
2025-10-21,ICICIBANK,EQ,1390.3,1384.5,1387.6,1375.9,1381.3,1382.0,1383.19,3415560.0,4724355077.4,93955.0,"18,02,781",52.79
2025-10-22,ICICIBANK,EQ,1390.3,1384.5,1387.6,1375.9,1381.3,1382.0,1383.19,3415560.0,4724355077.4,93955.0,"18,02,781",52.79
2025-10-23,ICICIBANK,EQ,1382.0,1385.0,1389.8,1360.1,1364.3,1363.7,1375.57,21124942.0,29058772536.5,401439.0,"1,34,99,084",63.9
2025-10-24,ICICIBANK,EQ,1363.7,1368.1,1381.6,1368.1,1378.0,1377.7,1376.15,10570263.0,14546256446.3,254633.0,"59,12,429",55.93
2025-10-27,ICICIBANK,EQ,1377.7,1382.1,1386.8,1374.0,1379.6,1377.6,1379.13,11499836.0,15859716513.7,296317.0,"89,34,314",77.69
2025-10-28,ICICIBANK,EQ,1377.6,1373.0,1375.8,1356.2,1366.2,1363.1,1361.81,26477914.0,36057949499.5,480704.0,"1,50,59,288",56.87
2025-10-29,ICICIBANK,EQ,1363.1,1364.6,1371.7,1358.4,1371.6,1370.4,1365.15,16129382.0,22019031340.9,353776.0,"1,12,70,741",69.88
2025-10-30,ICICIBANK,EQ,1370.4,1362.4,1370.2,1361.3,1362.4,1362.4,1364.23,9324401.0,12720637741.3,301933.0,"50,47,355",54.13
2025-10-31,ICICIBANK,EQ,1362.4,1357.0,1362.0,1343.3,1345.5,1345.3,1349.3,15926798.0,21489988727.8,309384.0,"1,18,77,794",74.58
2025-11-03,ICICIBANK,EQ,1345.3,1340.5,1351.6,1337.9,1349.0,1346.4,1344.89,11071450.0,14889921391.0,301531.0,"69,86,020",63.1
2025-11-04,ICICIBANK,EQ,1346.4,1342.6,1349.8,1333.2,1336.9,1336.9,1337.49,15211183.0,20344838007.0,276007.0,"96,47,498",63.42
2025-11-05,ICICIBANK,EQ,1346.4,1342.6,1349.8,1333.2,1336.9,1336.9,1337.49,15211183.0,20344838007.0,276007.0,"96,47,498",63.42
2025-11-06,ICICIBANK,EQ,1336.9,1330.0,1342.2,1317.4,1320.3,1320.4,1324.61,24221853.0,32084516054.8,368806.0,"1,75,12,617",72.3
2025-11-07,ICICIBANK,EQ,1320.4,1320.4,1344.3,1318.6,1342.6,1343.0,1337.7,7719245.0,10326029497.0,149776.0,"50,17,225",65.0
2025-11-10,ICICIBANK,EQ,1343.0,1342.9,1349.6,1341.0,1346.8,1348.0,1345.91,8542340.0,11497241405.3,155442.0,"61,19,354",71.64
2025-11-11,ICICIBANK,EQ,1348.0,1349.0,1360.4,1346.2,1359.0,1358.3,1354.89,8305184.0,11252612832.3,208140.0,"53,15,504",64.0
2025-11-12,ICICIBANK,EQ,1358.3,1370.0,1370.0,1355.4,1358.5,1358.9,1361.79,9736761.0,13259441993.5,168204.0,"68,21,183",70.06
2025-11-13,ICICIBANK,EQ,1358.9,1358.9,1390.4,1358.5,1385.4,1385.9,1383.47,18296626.0,25312823046.7,239327.0,"1,38,63,137",75.77
2025-11-14,ICICIBANK,EQ,1385.9,1374.0,1381.2,1363.2,1373.2,1373.0,1370.92,9694498.0,13290412846.7,190956.0,"67,15,125",69.27
2025-11-17,ICICIBANK,EQ,1373.0,1375.1,1382.5,1373.6,1379.1,1379.0,1378.91,7660717.0,10563473675.8,109085.0,"58,84,501",76.81
2025-11-18,ICICIBANK,EQ,1379.0,1380.2,1382.8,1369.1,1370.0,1373.4,1374.73,9529560.0,13100617263.5,143242.0,"56,96,159",59.77
2025-11-19,ICICIBANK,EQ,1373.4,1373.5,1384.0,1371.6,1383.1,1383.1,1379.61,10393918.0,14339582068.9,152320.0,"82,55,745",79.43
2025-11-20,ICICIBANK,EQ,1383.1,1380.1,1388.3,1375.4,1382.0,1383.0,1381.32,10131863.0,13995331858.3,199484.0,"60,88,338",60.09
2025-11-21,ICICIBANK,EQ,1383.0,1373.0,1376.0,1364.6,1369.0,1369.5,1369.27,11483595.0,15724108014.6,171633.0,"82,58,055",71.91
2025-11-24,ICICIBANK,EQ,1369.5,1373.3,1377.0,1361.5,1366.0,1368.4,1369.72,15896003.0,21773146809.9,192513.0,"1,04,97,061",66.04
2025-11-25,ICICIBANK,EQ,1368.4,1365.0,1376.9,1354.3,1356.9,1357.8,1362.23,12235000.0,16666909341.5,217159.0,"68,15,799",55.71
2025-11-26,ICICIBANK,EQ,1357.8,1360.0,1377.0,1359.9,1375.0,1375.0,1369.92,9659004.0,13232068784.9,140169.0,"61,55,439",63.73
2025-11-27,ICICIBANK,EQ,1375.0,1379.0,1394.0,1375.7,1393.9,1392.2,1388.89,15158741.0,21053799768.4,232290.0,"1,06,06,393",69.97
2025-11-28,ICICIBANK,EQ,1392.2,1392.0,1398.5,1385.6,1388.4,1388.8,1390.33,7683986.0,10683252227.0,198302.0,"59,35,156",77.24
2025-12-01,ICICIBANK,EQ,1388.8,1394.0,1400.0,1385.4,1390.2,1390.1,1393.22,8867593.0,12354467146.1,225630.0,"61,05,611",68.85
2025-12-02,ICICIBANK,EQ,1390.1,1381.8,1381.8,1370.6,1373.8,1373.0,1374.68,12126396.0,16669881069.6,335552.0,"78,84,547",65.02
2025-12-03,ICICIBANK,EQ,1373.0,1367.0,1394.2,1367.0,1392.0,1391.5,1383.0,7955933.0,11003040759.7,182044.0,"53,49,782",67.24
2025-12-04,ICICIBANK,EQ,1391.5,1387.0,1391.6,1379.9,1386.0,1386.7,1385.21,7373909.0,10214431633.6,189163.0,"51,94,119",70.44
2025-12-05,ICICIBANK,EQ,1386.7,1381.0,1395.3,1381.0,1392.5,1392.5,1390.49,4942638.0,6872704506.9,130513.0,"30,22,563",61.15
2025-12-08,ICICIBANK,EQ,1392.5,1387.0,1394.9,1383.3,1387.5,1389.6,1388.87,7826227.0,10869628559.2,177670.0,"52,53,093",67.12
2025-12-09,ICICIBANK,EQ,1389.6,1379.9,1384.3,1373.4,1375.0,1375.2,1377.4,10492030.0,14451676568.3,175866.0,"65,08,576",62.03
2025-12-10,ICICIBANK,EQ,1375.2,1377.9,1379.4,1357.9,1364.5,1363.6,1366.49,8725381.0,11923188503.5,164913.0,"66,17,328",75.84
2025-12-11,ICICIBANK,EQ,1363.6,1363.7,1366.6,1352.8,1361.0,1360.0,1360.4,6734750.0,9161934313.7,166103.0,"45,75,945",67.95
2025-12-12,ICICIBANK,EQ,1360.0,1368.0,1370.7,1363.3,1366.0,1366.0,1366.43,3890885.0,5316635958.2,113064.0,"29,17,482",74.98
2025-12-15,ICICIBANK,EQ,1366.0,1356.1,1370.0,1356.1,1365.0,1365.2,1364.54,5342530.0,7290105034.9,267792.0,"35,70,527",66.83
2025-12-16,ICICIBANK,EQ,1365.2,1364.0,1368.7,1355.5,1366.6,1366.0,1363.69,12359741.0,16854916855.0,345540.0,"53,95,046",43.65
2025-12-17,ICICIBANK,EQ,1366.0,1365.0,1365.0,1343.1,1353.5,1352.4,1350.59,9440391.0,12750064577.5,199498.0,"57,14,275",60.53
2025-12-18,ICICIBANK,EQ,1352.4,1346.3,1369.5,1345.5,1357.0,1356.8,1360.11,7314573.0,9948607088.4,207464.0,"35,41,972",48.42
2025-12-19,ICICIBANK,EQ,1356.8,1354.0,1360.4,1350.8,1354.3,1354.1,1354.21,14318512.0,19390242360.8,224715.0,"1,13,21,180",79.07
2025-12-22,ICICIBANK,EQ,1354.1,1358.0,1371.3,1354.8,1367.5,1368.5,1365.67,9375294.0,12803546328.8,204189.0,"58,79,943",62.72
2025-12-23,ICICIBANK,EQ,1368.5,1361.1,1365.0,1357.0,1362.4,1363.0,1361.81,9105467.0,12399897178.6,231134.0,"44,35,940",48.72
2025-12-24,ICICIBANK,EQ,1363.0,1363.8,1368.2,1357.6,1359.0,1359.8,1362.26,8955140.0,12199271454.0,163168.0,"43,98,930",49.12
2025-12-25,ICICIBANK,EQ,1363.0,1363.8,1368.2,1357.6,1359.0,1359.8,1362.26,8955140.0,12199271454.0,163168.0,"43,98,930",49.12
2025-12-26,ICICIBANK,EQ,1359.8,1356.5,1362.0,1348.5,1351.0,1350.4,1353.25,2812144.0,3805533190.0,92194.0,"18,54,240",65.94
2025-12-29,ICICIBANK,EQ,1350.4,1352.1,1355.7,1341.5,1343.6,1343.3,1346.07,6057201.0,8153410855.4,145962.0,"37,88,268",62.54
2025-12-30,ICICIBANK,EQ,1343.3,1343.3,1347.1,1338.1,1347.0,1342.5,1341.94,18621277.0,24988603546.5,261375.0,"1,28,33,261",68.92
2025-12-31,ICICIBANK,EQ,1342.5,1342.8,1350.0,1339.5,1343.0,1342.9,1344.37,6150634.0,8268715778.6,133779.0,"38,09,816",61.94
2026-01-01,ICICIBANK,EQ,1342.9,1343.9,1348.4,1336.0,1337.6,1338.0,1340.3,4179311.0,5601512243.1,92659.0,"13,20,425",31.59
2026-01-02,ICICIBANK,EQ,1338.0,1338.0,1356.9,1336.3,1355.1,1355.4,1348.97,8226205.0,11096863710.8,123080.0,"57,10,169",69.41
2026-01-05,ICICIBANK,EQ,1355.4,1354.2,1375.5,1352.6,1372.0,1371.5,1369.03,6920565.0,9474470607.3,251280.0,"45,15,341",65.25
